,Day,Aggregate,AggregateHouse11,AggregateHouse12,AggregateHouse1,AggregateHouse2,AggregateHouse3,AggregateHouse4,AggregateHouse5,AggregateHouse6,AggregateHouse7,AggregateHouse8,AggregateHouse9,AggregateHouse13,AggregateHouse15,AggregateHouse16,AggregateHouse17,AggregateHouse18,AggregateHouse19,AggregateHouse20
33,0203,264802.0,,,,,,,,,,,,,160346.0,275126.0,,,,
34,0204,405938.0,,,,,,,,,,,,,74127.0,393787.0,,,,
35,0205,368354.0,,,,,,,,,,,,,94991.0,340307.0,,,,
36,0206,279555.0,,,,,,,,,,,,,103361.0,299240.0,,,,
37,0207,274894.0,,,,,,,,,,,,,91646.0,247348.0,,,,
38,0208,314747.0,,,,,,,,,,,,,75043.0,282254.0,,,,
39,0209,393191.0,,,,,,,,,,,,,148076.0,390488.0,,,,
40,0210,372521.0,,,,,,,,,,,,,112146.0,246314.0,,,,
41,0211,124124.0,,,,,,,,,,,,,64282.0,61577.0,,,,
42,0212,311262.0,,,,,,,,,,,,,171140.0,474175.0,,,,
43,0213,429229.0,,,,124235.0,,,,,,,,,81575.0,386911.0,,,,
44,0214,329891.0,,,,169452.0,,,,,,,,,90718.0,289424.0,,,,
45,0215,337847.0,,,,22709.0,,,,,,,,,68452.0,229189.0,,,,
46,0216,410358.0,,,,48031.0,,,,,,,,,74429.0,248101.0,,,,
47,0217,222846.0,,,,69753.0,,,,,,,,,136908.0,315407.0,,,,
48,0218,295577.0,,,,87886.0,,,,,,,,,73559.0,188486.0,,,,
49,0219,303762.0,,,,206813.0,,,,,,,,,86983.0,231850.0,,,,
50,0220,3968103.0,,,,3396089.0,,,,,,,,,1659785.0,3653459.0,,,,
51,0221,4102458.0,,,,3295196.0,,,,,,,,,2907169.0,3573343.0,,,,
52,0222,935928.0,,,,218319.0,,,,,,,,,264667.0,630789.0,,,,
53,0224,1381292.0,,,,1817705.0,,,,,,,,,2735486.0,1036586.0,,,,
54,0226,3141203.0,,,,988190.0,,,,,,,,,706915.0,2752411.0,,,,
55,0227,7130404.0,,,,3696741.0,,,,,,,,,2151322.0,6920957.0,,,,
56,0228,14270029.0,,,,3588816.0,,,,,,,,,3423500.0,8635417.0,,,,
57,0301,31222755.0,,,,1297239.0,,,,,,,,,2388770.0,7095713.0,,,,
58,0302,31224924.0,,,,2716223.0,,,,,,,,,2822491.0,9304804.0,,,,
59,0303,31057911.0,,,,5345031.0,,,,,,,,,3241457.0,9844353.0,,,,
60,0304,30895236.0,,,,5156398.0,,,,,,,,,3761204.0,9592691.0,,,,
61,0305,,,,,5603552.0,,,,,,,,,3015872.0,8946120.0,,,,
62,0306,,,,,5428173.0,,,,,,,4242938.0,3076671.0,3301690.0,8579333.0,,,,
63,0307,,,,,6044744.0,,,,,,,4933224.0,6095111.0,4250682.0,10680566.0,3607086.0,,4121480.0,
64,0308,,,4747846.0,,7608142.0,,,,,,,9117551.0,11502894.0,,11452915.0,3881335.0,6687252.0,5077561.0,
65,0309,,,6691152.0,,6211548.0,,,,,,,7799335.0,11846444.0,,15452660.0,7153164.0,7888977.0,4571250.0,
66,0310,,,4325472.0,,5045513.0,,,,,,,4849354.0,5021203.0,,8291807.0,5808255.0,7146195.0,3989309.0,
67,0311,,,4339651.0,,5848479.0,,,,,,,8262142.0,4846349.0,,8885623.0,3961046.0,6257301.0,4849436.0,
68,0312,,,5438741.0,,4681713.0,,,,,,,8292283.0,5817879.0,,11816907.0,3530033.0,6842829.0,4107436.0,
69,0313,,,3702466.0,,5039229.0,,,,,,,4264535.0,5500120.0,,7066318.0,2799746.0,7186856.0,4672145.0,
70,0314,,,5469914.0,,5654588.0,,,,,,,5614500.0,5893205.0,1732468.0,10025185.0,3293008.0,5249142.0,3941019.0,
71,0315,,,7533139.0,,8564748.0,,,,,,,5672812.0,10471216.0,3721473.0,8933091.0,3564799.0,6651951.0,4352054.0,
72,0316,,,7949143.0,,15238559.0,,,,,,,5673206.0,9388918.0,5151414.0,12057014.0,4515607.0,7777793.0,4206342.0,
73,0317,,,3555716.0,,5648777.0,,,,,,,5626714.0,2509077.0,3869054.0,7291544.0,4937450.0,8647529.0,4921798.0,
74,0318,,,6013083.0,,4631239.0,,,,,,,5660992.0,4612428.0,3702148.0,8279080.0,3937900.0,6357372.0,5209111.0,
75,0319,,,5492104.0,,5065285.0,,,,,,,5658628.0,4157223.0,5367585.0,8856074.0,3083081.0,7154182.0,4216357.0,
76,0320,,,5048223.0,,5045211.0,,,,,,,5671630.0,4819136.0,4482217.0,6688551.0,3366388.0,5541960.0,4440417.0,
77,0321,,,4325223.0,,5043237.0,,,,,,,5672418.0,4690355.0,2977410.0,7904382.0,5098706.0,6053833.0,4661108.0,6402535.0
78,0322,,,6039520.0,,9916471.0,,,,,,,5673600.0,10716897.0,3011118.0,2967704.0,6558819.0,4415713.0,4245457.0,5445619.0
79,0323,,,7561577.0,,7713037.0,,,,,,,5673206.0,12967547.0,5791180.0,8742151.0,4525139.0,4449363.0,4361625.0,5337361.0
80,0324,,,3593833.0,,5294960.0,,,,,,,5644838.0,4449872.0,5715371.0,8784772.0,4185910.0,4379380.0,3761238.0,6063805.0
81,0325,,,6700743.0,,4909571.0,,,,,,,5670448.0,4974298.0,3525990.0,8104031.0,4595484.0,4392911.0,4475175.0,5519333.0
82,0326,,,5205094.0,,5805635.0,,,,,,,5671236.0,5149863.0,4005207.0,8660334.0,4442921.0,4992048.0,5477809.0,4517957.0
83,0327,,,5965941.0,,6471740.0,,,,,,,5673600.0,4909459.0,3496524.0,12027404.0,4176992.0,7747115.0,4056192.0,4923842.0
84,0328,,,4045356.0,,5273459.0,,,,,,,5643262.0,6910143.0,5533998.0,8643229.0,3577216.0,11313893.0,3663481.0,3622239.0
85,0329,,,5909183.0,,3780569.0,,,,,,,5673600.0,12086185.0,4076680.0,8484243.0,2761945.0,6342371.0,2665964.0,5140349.0
86,0330,,,4903180.0,,5148264.0,,,,,,,5427744.0,8517493.0,3439283.0,11011676.0,2470991.0,8087398.0,4026949.0,6414722.0
87,0331,,,3392705.0,,5659912.0,,,,,,,5616076.0,7503303.0,3708178.0,7234519.0,4744250.0,14854126.0,3573263.0,6891214.0
88,0401,,,5608370.0,,5424208.0,,,,,,,6821378.0,5999401.0,3174409.0,7460173.0,3462709.0,11886177.0,1068410.0,4646849.0
89,0402,,,4066040.0,,4684186.0,,,,,,,7219211.0,5634627.0,3150769.0,6222167.0,2976545.0,7103486.0,2360837.0,4859056.0
90,0403,,,3433048.0,,,,,,,,,10720686.0,3729985.0,3892143.0,7264536.0,3296506.0,7310592.0,4381212.0,4107197.0
91,0404,,,4442378.0,,,,,,,,,11606619.0,4169154.0,3765717.0,9320919.0,2493621.0,6254991.0,4305704.0,3494379.0
92,0405,,,6753531.0,,,,,,,,,16799115.0,10743915.0,2041421.0,10738890.0,2245699.0,10596227.0,4329614.0,4132124.0
93,0406,,,5594683.0,,,,,,,,,23309004.0,9682309.0,4230881.0,11494834.0,3402767.0,7058358.0,4730585.0,4716384.0
94,0407,,,5107908.0,,,,,,,,,4988897.0,5334872.0,6267400.0,8684919.0,4780036.0,8518218.0,4605525.0,6866854.0
95,0408,,,5832822.0,,,,,,,,,7256633.0,5281396.0,,6817880.0,2859044.0,6235707.0,5001322.0,4630140.0
96,0409,,,3983518.0,,,,,,,,,10129928.0,7604924.0,,7257845.0,4183735.0,6359711.0,4173471.0,4099980.0
97,0410,,,4006085.0,,,,,,,,,6449574.0,5695122.0,,10855146.0,3440010.0,7493567.0,3843586.0,4683870.0
98,0411,,,5199784.0,,,,,,,,,,6588519.0,,8695918.0,4106134.0,6520013.0,5025653.0,6640611.0
99,0412,,,5214936.0,,,,,,,,,,7865195.0,,7048090.0,3048169.0,7647778.0,4175775.0,4326365.0
100,0413,,,3762179.0,,,,,,,,,,11074660.0,,7141518.0,2799674.0,6481416.0,3875507.0,5227727.0
101,0414,,,6156504.0,,,,,,,,,,8518760.0,,9552216.0,3022452.0,8925963.0,2456403.0,7057397.0
102,0415,,,6196419.0,,,,,,,,,,5936547.0,,9075241.0,3543170.0,6781730.0,2223897.0,4326639.0
103,0416,,,4167777.0,,,,,,,,,,7098265.0,,7879777.0,3145693.0,5780003.0,2210696.0,4749245.0
104,0417,,,2065316.0,,,,,,,,,,7066584.0,,7362432.0,5087870.0,4004394.0,2194797.0,4356292.0
105,0418,,,2151495.0,,,,,,,,,,5130129.0,,8988474.0,2237778.0,3849904.0,2210376.0,4519518.0
106,0419,,,2028183.0,,,,,,,,,,4429708.0,,11377630.0,2113356.0,4358058.0,2176435.0,5946770.0
107,0420,,,2036925.0,,,,,,,,,,5590553.0,,11096267.0,2544181.0,6480256.0,2173450.0,5219429.0
108,0421,,,2044882.0,,,,,,,,,,8912385.0,,7977786.0,2561890.0,8046322.0,4221401.0,3983172.0
109,0422,,,2602149.0,,,,,,,,,,8397957.0,,8356082.0,3026734.0,6904749.0,4716626.0,7064375.0
110,0423,,,5496095.0,,,,,,,,,,6151412.0,,8765848.0,2938790.0,7565132.0,4728758.0,4375916.0
111,0424,,,8009622.0,,,,,,,,,,8502539.0,,7761056.0,3455703.0,7499139.0,5185937.0,3926170.0
112,0425,,,4623905.0,,,,,,,,,,7374385.0,,10652446.0,3275638.0,8221910.0,2498983.0,6267762.0
113,0426,,,4827562.0,,,,,,,,,,9376687.0,,,4691749.0,7733790.0,2310948.0,4292392.0
114,0427,,,6501496.0,,,,,,,,,,10836667.0,,,4453872.0,7740313.0,4719852.0,4795427.0
115,0428,,,5012760.0,,,,,,,,,,7402087.0,,,3267416.0,6628645.0,3400225.0,5763867.0
116,0429,,,4743547.0,,,,,,,,,,5523115.0,,,5148353.0,7370870.0,3911953.0,4354989.0
117,0430,,,4714624.0,,,,,,,,,,5062101.0,,,4044769.0,6820358.0,3178897.0,5375319.0
118,0501,,,5371050.0,,,,,,,,,,5249684.0,,,3549436.0,5996153.0,3700768.0,5894713.0
119,0502,,,3115049.0,,,,,,,,,,4560307.0,,,2939133.0,7188800.0,4001505.0,3176017.0
120,0503,,,4505768.0,,,,,,,,,,10549032.0,,,2958016.0,7887037.0,4375388.0,2634783.0
121,0504,,,8928158.0,,,,,,,,,,13203927.0,,,3445476.0,7257374.0,5026212.0,2687262.0
122,0505,,,6506262.0,,,,,,,,,,9416582.0,,,2963093.0,6115616.0,4791703.0,2671720.0
123,0506,,,4314250.0,,,,,,,,,,5409772.0,,,3077939.0,6785046.0,3684079.0,2713846.0
124,0507,,,5122229.0,,,,,,,,,,5306031.0,,,3792255.0,4102685.0,3526613.0,2711712.0
125,0508,,,4618166.0,,,,,,,,,,5095696.0,,,3868396.0,3922765.0,3661315.0,3474867.0
126,0509,,,2893073.0,,,,,,,,,,5330183.0,,,4352459.0,3941385.0,3683332.0,6912291.0
127,0510,,,4375360.0,,,,,,,,,,9943550.0,,,4442152.0,3953657.0,3664822.0,6681598.0
128,0511,,,6025427.0,,,,,,,,,,10181557.0,,,6660111.0,3829193.0,4132605.0,3844077.0
129,0512,,,5484259.0,,,,,,,,,,4852417.0,,,4036847.0,3759411.0,4142735.0,2852198.0
130,0513,,,5050290.0,,,,,,,,,,4643993.0,,,2957845.0,3836362.0,3094172.0,2718807.0
131,0514,,,3360337.0,,,,,,,,,,4704685.0,,,4520695.0,3946089.0,3336525.0,2604624.0
132,0515,,,4935238.0,,,,,,,,,,3777104.0,,,4693597.0,4179104.0,3033360.0,2641157.0
133,0516,,,3157512.0,,,,,,,,,,,,,2872597.0,4240445.0,4426425.0,2992385.0
134,0517,,,6263548.0,,,,,,,,,,,,,3917542.0,4582776.0,3611723.0,3581771.0
135,0518,,,5356879.0,,,,,,,,,,,,,,4700100.0,5465660.0,4362735.0
136,0519,,,,,,,,,,,,,,,,,,3907950.0,3544726.0
137,0520,,,,,,,,,,,,,,,,,,,3498802.0
138,0521,,,,,,,,,,,,,,,,,,,3393241.0
139,0522,,,,,,,,,,,,,,,,,,,3891504.0
140,0523,,,,,,,,,,,,,,,,,,,3446765.0
141,0524,,,,,,,,,,,,,,,,,,,3422421.0
142,0525,,,,,,,,,,,,,,,,,,,3633877.0
143,0526,,,,,,,,,,,,,,,,,,,3800528.0
144,0527,,,,,,,,,,,,,,,,,,,8119828.0
145,0528,,,,,,,,,,,,,,,,,,,4543269.0
146,0529,,,,,,,,,,,,,,,,,,,4718381.0
147,0530,,,,,,,,,,,,,,,,,,,5410532.0
148,0531,,,,,,,,,,,,,,,,,,,3511488.0
149,0604,,5134317.0,,,,,,,,,,,,,,,,,
150,0605,,9384104.0,,,,,,,,,,,,,,,,,
151,0606,,12003218.0,,,,,,,,,,,,,,,,,
152,0607,,5815087.0,,,,,,,,,,,,,,,,,
153,0608,,10910725.0,,,,,,,,,,,,,,,,,
154,0609,,9244025.0,,,,,,,,,,,,,,,,,
155,0610,,11759553.0,,,,,,,,,,,,,,,,,
156,0611,,9254464.0,,,,,,,,,,,,,,,,,
157,0612,,11818703.0,,,,,,,,,,,,,,,,,
158,0613,,10804888.0,,,,,,,,,,,,,,,,,
159,0614,,7112673.0,,,,,,,,,,,,,,,,,
160,0615,,6329379.0,,,,,,,,,,,,,,,,,
161,0616,,6935791.0,,,,,,,,,,,,,,,,,
162,0617,,8381820.0,,,,,,,,,,,,,,,,,
163,0618,,7264745.0,,,,,,,,,,,,,,,,,
164,0619,,6098656.0,,,,,,,,,,,,,,,,,
165,0620,,10926025.0,,,,,,,,,,,,,,,,,
166,0621,,12398283.0,,,,,,,,,,,,,,,,,
167,0622,,10214304.0,,,,,,,,,,,,,,,,,
168,0623,,11712345.0,,,,,,,,,,,,,,,,,
169,0624,,10818658.0,,,,,,,,,,,,,,,,,
170,0625,,12075499.0,,,,,,,,,,,,,,,,,
171,0626,,10299233.0,,,,,,,,,,,,,,,,,
172,0627,,5442451.0,,,,,,,,,,,,,,,,,
173,0628,,4474524.0,,,,8075729.0,,10621397.0,,,,,,,,,,,
174,0629,,7498709.0,,,,4618958.0,,8119536.0,,,,,,,,,,,
175,0630,,8811858.0,,,,7871848.0,,6494889.0,,,,,,,,,,,
176,0701,,9253536.0,,,,6609877.0,,4878723.0,,,,,,,,,,,
177,0702,,11386758.0,,,,3529121.0,,7609712.0,,,,,,,,,,,
178,0703,,9488464.0,,,,3085328.0,,6972080.0,,,,,,,,,,,
179,0704,,8206842.0,,,,3382593.0,,8808952.0,,,,,,,,,,,
180,0705,,9437730.0,,,,2521634.0,,6021412.0,,,,,,,,,,,
181,0706,,9916149.0,,,,2296847.0,,5757858.0,,,,,,,,,,,
182,0707,,6914075.0,,,,1061110.0,,2915205.0,,,,,,,,,,,
183,0708,,10129153.0,,,,2573445.0,,5604347.0,,,,,,,,,,,
184,0709,,12397928.0,,,,3792444.0,,5964544.0,,,,,,,,,,,
185,0710,,13088074.0,,,,5400136.0,,4974234.0,,,,,,,,,,,
186,0711,,6713067.0,,,,6880697.0,,7286387.0,,,,,,,,,,,
187,0712,,11035474.0,,,,5315907.0,,7956097.0,,,,,,,,,,,
188,0713,,7333326.0,,,,5374283.0,,8117057.0,,,,,,,,,,,
189,0714,,10873230.0,,,,5080083.0,,5794639.0,,,,,,,,,,,
190,0715,,7998213.0,,,,4899649.0,,6698565.0,,,,,,,,,,,
191,0716,,9800433.0,,,,7049860.0,,5989656.0,,,,,,,,,,,
192,0717,,12635068.0,,,,7376273.0,,5622817.0,,,,,,,,,,,
193,0718,,7992816.0,,,,5377533.0,,5582743.0,,,,,,,,,,,
194,0719,,4494860.0,,,,5524019.0,,12931435.0,,,,,,,,,,,
195,0720,,8476567.0,,,,5314691.0,,6229791.0,,,,,,,,,,,
196,0721,,9398823.0,,,,5557691.0,,4774775.0,,,,,,,,,,,
197,0722,,9753156.0,,,,6686606.0,,8290382.0,,,,,,,,,,,
198,0723,,11327512.0,,,,6240848.0,,7924725.0,,,,,,,,,,,
199,0724,,9930138.0,,,,8806309.0,,2681290.0,,,,,,,,,,,
200,0725,,11273546.0,,,,5207413.0,,1708779.0,,,,,,,,,,,
201,0726,,12246259.0,,,,3125083.0,,1676108.0,,,,,,,,,,,
202,0727,,10187472.0,,,,2767258.0,,1553334.0,,,,,,,,,,,
203,0728,,10098735.0,,,,4668665.0,,1437363.0,,,,,,,,,,,
204,0729,,11216997.0,,,,7345380.0,,1609567.0,,,,,,,,,,,
205,0730,,6528926.0,,,,5705242.0,,1517772.0,,,,,,,,,,,
206,0731,,8739187.0,,,,6501516.0,,1507967.0,,,,,,,,,,,
207,0801,,8089137.0,,,,3469301.0,,1230528.0,,,,,,,,,,,
208,0802,,2141640.0,,,,2634550.0,,950538.0,,,,,,,,,,,
209,0803,,11341880.0,,,,7339065.0,,1731087.0,,,,,,,,,,,
210,0804,,9773144.0,,,,6583637.0,,1811524.0,,,,,,,,,,,
211,0805,,7635777.0,,,,3477636.0,,1790206.0,,,,,,,,,,,
212,0806,,9307088.0,,,,2824602.0,,88548.0,,,,,,,,,,,
213,0807,,9254783.0,,,,3112896.0,,684645.0,,,,,,,,,,,
214,0808,,7568635.0,,,,3497114.0,,2082803.0,,,,,,,,,,,
215,0809,,10171509.0,,,,8580856.0,,1892509.0,,,,,,,,,,,
216,0810,,4340267.0,,,,15450276.0,,4885865.0,,,,,,,,,,,
217,0811,,10174483.0,,,,6373335.0,,10128977.0,,,,,,,,,,,
218,0812,,9505514.0,,,,8998589.0,,6611336.0,,,,,,,,,,,
219,0813,,8246969.0,,,,9893366.0,,6193316.0,,,,,,,,,,,
220,0814,,8790444.0,,,,6870184.0,,6852356.0,,,,,,,,,,,
221,0815,,8318282.0,,,,4534460.0,,6241421.0,,,,,,,,,,,
222,0816,,,,,,5375735.0,,6695166.0,,,,,,,,,,,
223,0817,,,,,,7116868.0,,9670390.0,,,,,,,,,,,
224,0818,,,,,,8184856.0,,7767652.0,,,,,,,,,,,
225,0819,,,,,,4176888.0,,6918475.0,,,,,,,,,,,
226,0820,,,,,,7052207.0,,6887194.0,,,,,,,,,,,
227,0821,,,,,,9093788.0,,12483726.0,,,,,,,,,,,
228,0822,,,,,,5494109.0,,8559239.0,,,,,,,,,,,
229,0823,,,,,,7766651.0,,3250461.0,,,,,,,,,,,
230,0824,,,,,,4872311.0,,5477303.0,,,,,,,,,,,
231,0825,,,,,,6142260.0,,10575391.0,,,,,,,,,,,
232,0826,,,,,,5385340.0,,9260718.0,,,,,,,,,,,
233,0827,,,,,,7181743.0,,12868845.0,,,,,,,,,,,
234,0828,,,,,,7581230.0,,8641048.0,,,,,,,,,,,
235,0829,,,,,,8969904.0,,8456200.0,,,,,,,,,,,
236,0830,,,,,,4448785.0,,7166403.0,,,,,,,,,,,
237,0831,,,,,,,,3562104.0,,,,,,,,,,,
238,0901,,,,,,2214900.0,,6317282.0,,,,,,,,,,,
239,0902,,,,,,8199126.0,,8217584.0,,,,,,,,,,,
240,0903,,,,,,5268699.0,,7185112.0,,,,,,,,,,,
241,0904,,,,,,6290813.0,,6518080.0,,,,,,,,,,,
242,0905,,,,,,5492845.0,,6379452.0,,,,,,,,,,,
243,0906,,,,,,4881606.0,,10622620.0,,,,,,,,,,,
244,0907,,,,,,1646646.0,,10226324.0,,,,,,,,,,,
245,0908,,,,,,5838999.0,,4025331.0,,,,,,,,,,,
246,0909,,,,,,7994194.0,,4405640.0,,,,,,,,,,,
247,0910,,,,,,6006229.0,,7583629.0,,,,,,,,,,,
248,0911,,,,,,6413285.0,,5120376.0,,,,,,,,,,,
249,0912,,,,,,5391229.0,,5512259.0,,,,,,,,,,,
250,0913,,,,,,4513682.0,,6676133.0,,,,,,,,,,,
251,0914,,,,,,5045584.0,,6584438.0,,,,,,,,,,,
252,0915,,,,,,8780311.0,,6200774.0,,,,,,,,,,,
253,0916,,,,,,7022025.0,,5852991.0,,,,,,,,,,,
254,0917,,,,,,5524121.0,,10673371.0,,,,,,,,,,,
255,0918,,,,,4217517.0,6295481.0,,6245105.0,,,,,,,,,,,
256,0919,,,,,4518917.0,5742300.0,,7464977.0,,,,,,,,,,,
257,0920,,,,,5458860.0,4585673.0,,10606734.0,,,,,,,,,,,
258,0921,,,,,4174716.0,5106427.0,,11411966.0,,,,,,,,,,,
259,0922,,,,,4574819.0,5558494.0,,6729957.0,,,,,,,,,,,
260,0923,,,,,5339953.0,7324254.0,,7057167.0,,,,,,,,,,,
261,0924,,,,,4150487.0,8016083.0,,8700249.0,,,,,,,,,,,
262,0925,,,,,6260586.0,4253556.0,,7458833.0,,,,,,,,,,,
263,0926,,,,,4105118.0,4711744.0,,8986028.0,,,,,,,,,,,
264,0927,,,,,3564700.0,3539711.0,,9347744.0,,,,,,,,,,,
265,0928,,,,,6922307.0,4740753.0,,9615565.0,,,,,,,,,,,
266,0929,,,,,8965544.0,6647014.0,,7394846.0,,,,,,,,,,,
267,0930,,,,,5020744.0,7286311.0,,7719261.0,,,,,,,,,,,
268,1001,,,,,3734684.0,6376084.0,,7735105.0,,,,,,,,,,,
269,1002,,,,,5173169.0,5434546.0,,10296958.0,,,,,,,,,,,
270,1003,,,,,4355932.0,5670943.0,,6940777.0,,,,,,,,,,,
271,1004,,,,,3571363.0,5572767.0,,11139442.0,,,,,,,,,,,
272,1005,,,,,5329633.0,11222917.0,,9240114.0,,,,,,,,,,,
273,1006,,,,,8062409.0,9356101.0,,6800551.0,,,,,,,,,,,
274,1007,,,,,5604973.0,7319010.0,,8140286.0,,,,,,,,,,,
275,1008,,,,,5221109.0,,,6358911.0,,,,,,,,,,,
276,1009,,,,,4775579.0,,,10449829.0,,,,,,,,,,,
277,1010,,,,8328505.0,5044383.0,,,7055784.0,,,,,,,,,,,
278,1011,,,,3406210.0,6249530.0,,,10129624.0,,,,,,,,,,,
279,1012,,,,3061816.0,7702649.0,,9155800.0,,,,,,,,,,,,
280,1013,,,,3090078.0,6402175.0,,12946265.0,,,,,,,,,,,,
281,1014,,,,3525734.0,4950821.0,,11444127.0,,,,,,,,,,,,
282,1015,,,,4563938.0,4829966.0,,18387542.0,,,,,,,,,,,,
283,1016,,,,3600709.0,3278111.0,,12714063.0,,,,,,,,,,,,
284,1017,,,,6620355.0,2526904.0,,11468294.0,,,,,,,,,,,,
285,1018,,,,3128331.0,1239213.0,,14968656.0,,,,,,,,,,,,
286,1019,,,,2660713.0,1118609.0,,15089703.0,,,,,,,,,,,,
287,1020,,,,4753788.0,3941034.0,,15469024.0,,,,,,,,,,,,
288,1021,,,,3029913.0,6509546.0,,19339972.0,,,,,,,,,,,,
289,1022,,,,4941916.0,4592086.0,,14656158.0,,,,,,,,,,,,
290,1023,,,,8197714.0,8439444.0,,12559524.0,,,,,,,,,,,,
291,1024,,,,8725382.0,5138298.0,,9573975.0,,,,,,,,,,,,
292,1025,,,,6524965.0,3225810.0,,9615301.0,,,,,,,,,,,,
293,1026,,,,6025079.0,,,14166381.0,,,,,,,,,,,,
294,1027,,,,8071461.0,,,10759466.0,,,,,,,,,,,,
295,1028,,,,7049432.0,,,9673588.0,,,,,,,,,,,,
296,1029,,,,9923379.0,,,11413825.0,,,,,,,,,,,,
297,1030,,,,9711395.0,,,9986087.0,,,,,,,,,,,,
298,1031,,,,7191858.0,,,10740163.0,,,,,,,,,,,,
299,1101,,,,5476061.0,,,10159125.0,,,,,,,,,,,,
300,1102,,,,5971333.0,,,5459383.0,,,5785759.0,7746459.0,,,,,,,,
301,1103,,,,9346376.0,,,6411932.0,,,10012739.0,7838635.0,,,,,,,,
302,1104,,,,8880322.0,,,5614417.0,,,11175133.0,10637750.0,,,,,,,,
303,1105,,,,6519709.0,,,5399357.0,,,8870221.0,8783956.0,,,,,,,,
304,1106,,,,5922530.0,,,5100976.0,,,9242987.0,8971441.0,,,,,,,,
305,1107,,,,2085673.0,,,2057100.0,,,1992435.0,7388418.0,,,,,,,,
306,1108,,,,6172925.0,,,2998699.0,,,4956133.0,4657695.0,,,,,,,,
307,1109,,,,10198807.0,,,4479621.0,,,9467316.0,10364648.0,,,,,,,,
308,1110,,,,13704447.0,,,6100300.0,,,8678194.0,10078932.0,,,,,,,,
309,1111,,,,9975253.0,,,7470431.0,,,9303682.0,9238726.0,,,,,,,,
310,1112,,,,11964986.0,,,5347961.0,,,10934759.0,8225323.0,,,,,,,,
311,1113,,,,11452698.0,,,5684461.0,,,9907326.0,10424051.0,,,,,,,,
312,1114,,,,13297813.0,,,4582654.0,,,9642878.0,13937109.0,,,,,,,,
